GeneID	Symbol	Description	log2FC	Pvalue
83643	CCDC3	coiled-coil domain containing 3	-1.267	6.341
55388	MCM10	minichromosome maintenance 10 replication initiation factor	-1.867	10.463
414149	ACBD7	acyl-CoA binding domain containing 7	-1.265	4.438
8516	ITGA8	integrin subunit alpha 8	1.507	7.721
9200	HACD1	3-hydroxyacyl-CoA dehydratase 1	-1.199	3.314
653567	TMEM236	transmembrane protein 236	2.103	5.271
340895	MALRD1	MAM and LDL receptor class A domain containing 1	-1.6	2.021
10529	NEBL	nebulette	-1.837	11.587
100128511	NEBL-AS1	NEBL antisense RNA 1	-1.43	6.334
399726	MIR1915HG	MIR1915 host gene	-1.351	3.721
57512	GPR158	G protein-coupled receptor 158	1.576	4.892
53904	MYO3A	myosin IIIA	1.753	3.743
57608	JCAD	junctional cadherin 5 associated	-1.285	6.04
101929475	ITGB1-DT	ITGB1 divergent transcript	-1.446	6.175
84856	LINC00839	long intergenic non-protein coding RNA 839	-1.167	2.043
5979	RET	ret proto-oncogene	1.272	2.569
8187	ZNF239	zinc finger protein 239	-1.561	10.803
643236	TMEM72	transmembrane protein 72	2.627	6.043
11067	DEPP1	DEPP autophagy regulator 1	-1.934	5.678
105378286	LOC105378286	uncharacterized LOC105378286	1.016	9.183
643650	LINC00842	long intergenic non-protein coding RNA 842	1.416	2.189
5540	NPY4R	neuropeptide Y receptor Y4	1.355	2.9
9721	GPRIN2	G protein regulated inducer of neurite outgrowth 2	1.093	3.402
101929216	LOC101929216	replaced by ID 105378291	-1.572	2.377
100996758	NPY4R2	neuropeptide Y receptor Y4-2	1.291	2.553
55753	OGDHL	oxoglutarate dehydrogenase L	-3.144	6.621
22943	DKK1	dickkopf WNT signaling pathway inhibitor 1	-2.317	4.918
84457	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like	-1.086	2.037
220963	SLC16A9	solute carrier family 16 member 9	1.385	3.57
288	ANK3	ankyrin 3	1.311	9.458
983	CDK1	cyclin dependent kinase 1	-1.578	7.871
1959	EGR2	early growth response 2	-1.087	2.408
84665	MYPN	myopalladin	2.151	4.336
1763	DNA2	DNA replication helicase/nuclease 2	-1.219	6.175
9188	DDX21	DExD-box helicase 21	-1.399	11.376
80201	HKDC1	hexokinase domain containing 1	-1.158	4.09
50674	NEUROG3	neurogenin 3	1.979	4.843
5464	PPA1	inorganic pyrophosphatase 1	-1.134	11.428
64106	NPFFR1	neuropeptide FF receptor 1	-3.031	13.392
55222	LRRC20	leucine rich repeat containing 20	-1.158	7.101
27143	PALD1	phosphatase domain containing paladin 1	-1.647	8.605
64115	VSIR	V-set immunoregulatory receptor	1.037	6.727
54541	DDIT4	DNA damage inducible transcript 4	-1.797	6.674
170392	OIT3	oncoprotein induced transcript 3	-3.211	8.496
5033	P4HA1	prolyl 4-hydroxylase subunit alpha 1	-1.014	5.811
109617000	SNORA11F	small nucleolar RNA, H/ACA box 11F	-1.367	5.745
5328	PLAU	plasminogen activator, urokinase	-1.683	8.488
414236	C10orf55	chromosome 10 putative open reading frame 55	-1.674	8.815
132	ADK	adenosine kinase	-1.014	6.98
729238	SFTPA2	surfactant protein A2	1.575	2.724
219348	PLAC9	placenta associated 9	1.142	3.488
4143	MAT1A	methionine adenosyltransferase 1A	-7.092	19.986
387695	GPR15LG	G protein-coupled receptor 15 ligand	1.439	2.833
170425	LINC00858	long intergenic non-protein coding RNA 858	-4.395	11.935
11155	LDB3	LIM domain binding 3	1.59	4.208
9060	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	1.308	6.494
3363	HTR7	5-hydroxytryptamine receptor 7	1.62	6.823
5507	PPP1R3C	protein phosphatase 1 regulatory subunit 3C	-1.25	2.387
55165	CEP55	centrosomal protein 55	-1.541	7.799
5950	RBP4	retinol binding protein 4	-6.389	18.625
9211	LGI1	leucine rich glioma inactivated 1	2.651	3.988
159371	SLC35G1	solute carrier family 35 member G1	1.327	10.96
51196	PLCE1	phospholipase C epsilon 1	1.543	7.467
100128054	PLCE1-AS1	PLCE1 antisense RNA 1	1.515	6.684
3070	HELLS	helicase, lymphoid specific	-1.368	8.589
1557	CYP2C19	cytochrome P450 family 2 subfamily C member 19	-2.599	3.888
1559	CYP2C9	cytochrome P450 family 2 subfamily C member 9	-5.06	11.154
1558	CYP2C8	cytochrome P450 family 2 subfamily C member 8	-7.123	18.142
23223	RRP12	ribosomal RNA processing 12 homolog	-1.328	12.386
80019	UBTD1	ubiquitin domain containing 1	-1.161	5.118
112817	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	-4.239	12.84
401647	GOLGA7B	golgin A7 family member B	-1.452	3.988
60495	HPSE2	heparanase 2 (inactive)	2.374	3.766
26507	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1	1.421	5.571
159296	NKX2-3	NK2 homeobox 3	2.034	2.388
1244	ABCC2	ATP binding cassette subfamily C member 2	-4.493	16.131
1369	CPN1	carboxypeptidase N subunit 1	-7.351	15.015
6319	SCD	stearoyl-CoA desaturase	-2.263	11.57
56652	TWNK	twinkle mtDNA helicase	-1.203	10.44
3195	TLX1	T cell leukemia homeobox 1	-3.652	11.965
10360	NPM3	nucleophosmin/nucleoplasmin 3	-1.089	5.259
9221	NOLC1	nucleolar and coiled-body phosphoprotein 1	-1.08	9.908
57412	AS3MT	arsenite methyltransferase	-1.423	2.846
9148	NEURL1	neuralized E3 ubiquitin protein ligase 1	1.871	4.596
100505839	SH3PXD2A-AS1	SH3PXD2A antisense RNA 1	-2.281	5.567
114815	SORCS1	sortilin related VPS10 domain containing receptor 1	2.147	3.534
282997	PDCD4-AS1	PDCD4 antisense RNA 1	1.485	9.313
27250	PDCD4	programmed cell death 4	1.428	8.337
100616113	MIR4680	microRNA 4680	1.432	8.958
150	ADRA2A	adrenoceptor alpha 2A	1.419	4.334
57678	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial	-1.305	4.453
3026	HABP2	hyaluronan binding protein 2	-7.275	19.393
840	CASP7	caspase 7	1.241	8.263
79949	PLEKHS1	pleckstrin homology domain containing S1	-1.698	5.61
153	ADRB1	adrenoceptor beta 1	1.722	4.364
340706	VWA2	von Willebrand factor A domain containing 2	-3.017	14.292
196051	PLPP4	phospholipid phosphatase 4	-2.244	4.669
105378520	LOC105378520	uncharacterized LOC105378520	2.5	3.761
118663	BTBD16	BTB domain containing 16	-2.178	6.659
399815	C10orf88B	C10orf88B (pseudogene)	-1.071	3.15
340784	HMX3	H6 family homeobox 3	1.86	2.526
8038	ADAM12	ADAM metallopeptidase domain 12	-3.681	21.841
4288	MKI67	marker of proliferation Ki-67	-1.22	5.251
664	BNIP3	BCL2 interacting protein 3	-1.818	5.461
105378570	LOC105378570		1.789	5.975
105378569	LOC105378569	uncharacterized LOC105378569	1.968	6.465
85442	KNDC1	kinase non-catalytic C-lobe domain containing 1	-1.678	4.307
27287	VENTX	VENT homeobox	-1.928	6.007
282969	FUOM	fucose mutarotase	-1.127	3.813
1571	CYP2E1	cytochrome P450 family 2 subfamily E member 1	-7.917	22.001
80162	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	-1.171	3.734
10581	IFITM2	interferon induced transmembrane protein 2	-1.152	5.219
8519	IFITM1	interferon induced transmembrane protein 1	-1.454	7.56
10410	IFITM3	interferon induced transmembrane protein 3	-1.685	11.486
105376504	LOC105376504		-2.281	6.149
338707	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4	-2.234	6.794
101059906	LOC101059906		-1.844	4.443
53841	CDHR5	cadherin related family member 5	1.516	5.061
101927423	PANO1	proapoptotic nucleolar protein 1	-1.053	6.548
4586	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	-2.235	4.456
9024	BRSK2	BR serine/threonine kinase 2	-1.483	2.748
387264	KRTAP5-1	keratin associated protein 5-1	-1.554	6.25
103344718	HOTS		-5.284	17.323
283120	H19	H19 imprinted maternally expressed transcript	-5.282	17.507
100033819	MIR675	microRNA 675	-5.481	17.808
3481	IGF2	insulin like growth factor 2	-4.664	11.659
723961	INS-IGF2	INS-IGF2 readthrough	-4.581	11.522
7054	TH	tyrosine hydroxylase	-2.578	5.268
430	ASCL2	achaete-scute family bHLH transcription factor 2	-2.844	12.253
5003	SLC22A18AS	SLC22A18 antisense RNA	1.387	8.154
7262	PHLDA2	pleckstrin homology like domain family A member 2	-1.191	4.807
3263	HPX	hemopexin	-7.795	20.958
7275	TUB	TUB bipartite transcription factor	1.206	3.105
79608	RIC3	RIC3 acetylcholine receptor chaperone	1.575	5.552
105376541	NRIP3-DT	NRIP3 divergent transcript	1.67	4.906
57758	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2	1.665	4.566
7465	WEE1	WEE1 G2 checkpoint kinase	-1.021	6.065
84953	MICALCL	replaced by ID 9645	1.096	5.292
10418	SPON1	spondin 1	1.28	2.008
387755	INSC	INSC spindle orientation adaptor protein	1.514	2.68
105376567	LOC105376567	uncharacterized LOC105376567	2.727	4.739
6833	ABCC8	ATP binding cassette subfamily C member 8	2.094	3.95
7166	TPH1	tryptophan hydroxylase 1	2.012	2.659
100528017	SAA2-SAA4	SAA2-SAA4 readthrough	-7.204	20.301
6291	SAA4	serum amyloid A4, constitutive	-7.492	18.482
6289	SAA2	serum amyloid A2	-6.985	19.288
6288	SAA1	serum amyloid A1	-6.342	16.339
10196	PRMT3	protein arginine methyltransferase 3	-1.124	11.469
203859	ANO5	anoctamin 5	1.585	3.229
2620	GAS2	growth arrest specific 2	-2.749	12.159
338645	LUZP2	leucine zipper protein 2	2.524	6.921
387758	FIBIN	fin bud initiation factor homolog	-1.585	6.641
103695435	BBOX1-AS1	BBOX1 antisense RNA 1	-3.408	6.169
105376600	LOC105376600	uncharacterized LOC105376600	-3.283	6.179
81930	KIF18A	kinesin family member 18A	-1.21	6.007
5954	RCN1	reticulocalbin 1	-1.294	11.856
7490	WT1	WT1 transcription factor	-5.615	11.856
91614	DEPDC7	DEP domain containing 7	-1.018	2.947
25758	KIAA1549L	KIAA1549 like	-3.059	6.576
55226	NAT10	N-acetyltransferase 10	-1.049	11.916
960	CD44	CD44 molecule (Indian blood group)	-1.134	6.582
6506	SLC1A2	solute carrier family 1 member 2	-4.318	9.155
24147	FJX1	four-jointed box kinase 1	-2.666	15.006
143458	LDLRAD3	low density lipoprotein receptor class A domain containing 3	-1.849	14.092
90139	TSPAN18	tetraspanin 18	-1.095	3.419
120071	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	-3.501	14.207
2147	F2	coagulation factor II, thrombin	-8.549	22.711
29763	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	-1.393	3.157
2346	FOLH1	folate hydrolase 1	-2.561	8.924
5553	PRG2	proteoglycan 2, pro eosinophil major basic protein	-1.591	3.371
29015	SLC43A3	solute carrier family 43 member 3	-1.324	5.08
349667	RTN4RL2	reticulon 4 receptor like 2	-1.758	6.095
8501	SLC43A1	solute carrier family 43 member 1	-1.418	6.435
710	SERPING1	serpin family G member 1	-2.129	5.295
219539	YPEL4	yippee like 4	1.045	2.885
92292	GLYATL1	glycine-N-acyltransferase like 1	-6.38	22.032
374393	FAM111B	FAM111 trypsin like peptidase B	-1.311	6.852
6947	TCN1	transcobalamin 1	-4.272	10.217
2206	MS4A2	membrane spanning 4-domains A2	1.514	3.676
931	MS4A1	membrane spanning 4-domains A1	1.924	4.718
54860	MS4A12	membrane spanning 4-domains A12	2.932	4.235
83661	MS4A8	membrane spanning 4-domains A8	1.522	2.54
79080	CCDC86	coiled-coil domain containing 86	-1.231	11.089
11251	PTGDR2	prostaglandin D2 receptor 2	1.738	9.748
54972	TMEM132A	transmembrane protein 132A	-1.849	11.566
105369326	LOC105369326	uncharacterized LOC105369326	-1.214	2.831
220001	VWCE	von Willebrand factor C and EGF domains	-2.457	6.601
9066	SYT7	synaptotagmin 7	-1.226	6.402
3992	FADS1	fatty acid desaturase 1	-1.754	7.427
9415	FADS2	fatty acid desaturase 2	-1.577	5.396
221091	LRRN4CL	LRRN4 C-terminal like	1.628	3.19
9300	SNORD28	small nucleolar RNA, C/D box 28	-1.026	4.627
9301	SNORD27	small nucleolar RNA, C/D box 27	-1.147	4.063
54979	PLAAT2	phospholipase A and acyltransferase 2	2.376	7.012
11145	PLAAT3	phospholipase A and acyltransferase 3	-1.61	5.502
65998	ZFTA	zinc finger translocation associated	-1.148	7.576
144097	SPINDOC	spindlin interactor and repressor of chromatin binding	-1.343	9.255
55867	SLC22A11	solute carrier family 22 member 11	-2.137	2.641
105369343	MIR194-2HG	MIR194-2 host gene	1.097	3.726
10004	NAALADL1	N-acetylated alpha-linked acidic dipeptidase like 1	2.083	10.565
113130	CDCA5	cell division cycle associated 5	-1.54	8.494
7108	TM7SF2	transmembrane 7 superfamily member 2	-1.088	4.073
8061	FOSL1	FOS like 1, AP-1 transcription factor subunit	-3.344	10.525
100189285	TRS-GCT3-1	tRNA-Ser (anticodon GCT) 3-1	1.034	4.025
6712	SPTBN2	spectrin beta, non-erythrocytic 2	-2.395	14.741
5091	PC	pyruvate carboxylase	-1.15	2.271
254439	C11orf86	chromosome 11 open reading frame 86	2.744	5.552
91683	SYT12	synaptotagmin 12	-5.733	17.162
29984	RHOD	ras homolog family member D	-1.267	6.146
5790	PTPRCAP	protein tyrosine phosphatase receptor type C associated protein	1.19	6.292
222	ALDH3B2	aldehyde dehydrogenase 3 family member B2	-2.717	4.792
26579	MYEOV	myeloma overexpressed	-2.445	8.284
105369370	LOC105369370	uncharacterized LOC105369370	-2.739	7.368
595	CCND1	cyclin D1	-1.374	12.513
55107	ANO1	anoctamin 1	-1.121	3.898
1717	DHCR7	7-dehydrocholesterol reductase	-1.507	9.379
2348	FOLR1	folate receptor alpha	-2.03	3.709
58473	PLEKHB1	pleckstrin homology domain containing B1	-1.37	4.371
283208	P4HA3	prolyl 4-hydroxylase subunit alpha 3	-2.394	8.657
25884	CHRDL2	chordin like 2	-2.702	4.76
283212	KLHL35	kelch like family member 35	-2.276	11.622
81544	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	-2.292	12.558
871	SERPINH1	serpin family H member 1	-1.163	8.147
105369392	LOC105369392	uncharacterized LOC105369392	1.053	2.325
80168	MOGAT2	monoacylglycerol O-acyltransferase 2	1.459	3.668
84649	DGAT2	diacylglycerol O-acyltransferase 2	-2.718	16.293
7481	WNT11	Wnt family member 11	-1.864	5.126
112268079	LOC112268079	uncharacterized LOC112268079	-1.377	2.525
2615	LRRC32	leucine rich repeat containing 32	-1.046	4.947
726	CAPN5	calpain 5	1.179	6.505
4647	MYO7A	myosin VIIA	-1.068	4.962
7069	THRSP	thyroid hormone responsive	-4.189	8.399
220042	DDIAS	DNA damage induced apoptosis suppressor	-1.731	9.394
54843	SYTL2	synaptotagmin like 2	1.268	5.061
50507	NOX4	NADPH oxidase 4	-3.677	16.054
219595	FOLH1B	folate hydrolase 1B (pseudogene)	-4.472	11.245
10003	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2	1.15	3.801
677805	SNORA18	small nucleolar RNA, H/ACA box 18	-1.23	6.832
677822	SNORA40	small nucleolar RNA, H/ACA box 40	-1.174	5.595
341208	HEPHL1	hephaestin like 1	-1.753	3.001
23052	ENDOD1	endonuclease domain containing 1	1.332	8.013
5241	PGR	progesterone receptor	1.445	5.425
4316	MMP7	matrix metallopeptidase 7	-6.163	20.875
4319	MMP10	matrix metallopeptidase 10	-3.776	7.46
100288077	WTAPP1	Wilms tumor 1 associated protein pseudogene 1	-3.919	10.401
4312	MMP1	matrix metallopeptidase 1	-4.182	10.419
4314	MMP3	matrix metallopeptidase 3	-4.091	7.799
4321	MMP12	matrix metallopeptidase 12	-1.99	4.505
80310	PDGFD	platelet derived growth factor D	1.302	4.524
838	CASP5	caspase 5	1.582	3.01
2893	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	2.078	3.302
2977	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2	-1.268	6.125
57569	ARHGAP20	Rho GTPase activating protein 20	1.329	4.018
5450	POU2AF1	POU class 2 homeobox associating factor 1	1.841	5.739
83875	BCO2	beta-carotene oxygenase 2	-1.566	3.216
4684	NCAM1	neural cell adhesion molecule 1	1.632	3.921
100288346	NCAM1-AS1	NCAM1 antisense RNA1	1.629	4.81
1813	DRD2	dopamine receptor D2	-4.056	7.796
80975	TMPRSS5	transmembrane serine protease 5	-3.805	9.4
3359	HTR3A	5-hydroxytryptamine receptor 3A	2.417	5.518
4837	NNMT	nicotinamide N-methyltransferase	-3.766	12.615
120406	NXPE2	neurexophilin and PC-esterase domain family member 2	2.169	4.728
120400	NXPE1	neurexophilin and PC-esterase domain family member 1	1.749	2.596
54827	NXPE4	neurexophilin and PC-esterase domain family member 4	1.772	2.651
105369504	LOC105369504	replaced by ID 54827	2.51	4.074
345	APOC3	apolipoprotein C3	-8.373	21.175
335	APOA1	apolipoprotein A1	-8.323	22.31
104326055	APOA1-AS	APOA1 antisense RNA	-8.432	22.558
57453	DSCAML1	DS cell adhesion molecule like 1	1.798	3.221
105369515	LOC105369515	uncharacterized LOC105369515	2.379	3.422
84000	TMPRSS13	transmembrane serine protease 13	-2.736	7.155
6330	SCN4B	sodium voltage-gated channel beta subunit 4	1.365	3.112
6327	SCN2B	sodium voltage-gated channel beta subunit 2	1.736	3.194
143941	TTC36	tetratricopeptide repeat domain 36	-2.127	3.995
79849	NHERF4	NHERF family PDZ scaffold protein 4	1.785	5.526
283152	CCDC153	coiled-coil domain containing 153	1.345	8.103
9099	USP2	ubiquitin specific peptidase 2	2.126	6.665
7070	THY1	Thy-1 cell surface antigen	-1.503	5.403
23650	TRIM29	tripartite motif containing 29	-3.535	11.619
105369529	LOC105369529	uncharacterized LOC105369529	-1.431	3.539
2900	GRIK4	glutamate ionotropic receptor kainate type subunit 4	1.496	4.628
85390	SNORD14D	small nucleolar RNA, C/D box 14D	-1.122	4.088
55800	SCN3B	sodium voltage-gated channel beta subunit 3	1.166	2.404
4013	VWA5A	von Willebrand factor A domain containing 5A	1.251	5.106
54414	SIAE	sialic acid acetylesterase	1.124	5.03
23584	VSIG2	V-set and immunoglobulin domain containing 2	1.886	2.991
101929340	ESAM-AS1	ESAM antisense RNA 1	1.492	5.576
220296	HEPACAM	hepatic and glial cell adhesion molecule	-2.647	3.316
63876	PKNOX2	PBX/knotted 1 homeobox 2	1.209	4.221
1111	CHEK1	checkpoint kinase 1	-1.12	7.995
6484	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	1.121	2.315
84623	KIRREL3	kirre like nephrin family adhesion molecule 3	1.236	2.09
8538	BARX2	BARX homeobox 2	1.619	3.419
120224	TMEM45B	transmembrane protein 45B	1.117	4.237
50863	NTM	neurotrimin	-1.205	3.159
107984413	LOC107984413	uncharacterized LOC107984413	-1.487	4.18
112267876	LOC112267876		-5.355	16.888
102724852	LOC102724852	replaced by ID 100033819	-5.234	17.208
105369592	IQSEC3-AS1	IQSEC3 antisense RNA 1	-1.857	5.235
6539	SLC6A12	solute carrier family 6 member 12	-2.297	4.215
2305	FOXM1	forkhead box M1	-1.179	5.632
7004	TEAD4	TEA domain transcription factor 4	-1.882	17.727
10635	RAD51AP1	RAD51 associated protein 1	-1.295	7.284
3742	KCNA6	potassium voltage-gated channel subfamily A member 6	1.354	4.393
6337	SCNN1A	sodium channel epithelial 1 subunit alpha	1.04	2.912
107984500	LOC107984500	uncharacterized LOC107984500	1.042	3.24
4839	NOP2	NOP2 nucleolar protein	-1.104	10.876
196500	PIANP	PILR alpha associated neural protein	1.836	7.576
83461	CDCA3	cell division cycle associated 3	-1.328	7.097
716	C1S	complement C1s	-1.478	3.575
715	C1R	complement C1r	-1.559	4.126
283316	CD163L1	CD163 molecule like 1	2.288	10.035
339	APOBEC1	apolipoprotein B mRNA editing enzyme catalytic subunit 1	-1.155	2.198
6515	SLC2A3	solute carrier family 2 member 3	-1.39	4.599
26253	CLEC4E	C-type lectin domain family 4 member E	-2.307	5.538
8076	MFAP5	microfibril associated protein 5	1.685	2.572
5858	PZP	PZP alpha-2-macroglobulin like	-3.565	7.095
3820	KLRB1	killer cell lectin like receptor B1	1.37	4.848
107987174	LOC107987174		1.352	4.551
160365	CLECL1P	C-type lectin like 1, pseudogene	1.458	6.971
283420	CLEC9A	C-type lectin domain containing 9A	1.962	10.212
4973	OLR1	oxidized low density lipoprotein receptor 1	-4.904	24.893
100528032	KLRC4-KLRK1	KLRC4-KLRK1 readthrough	1.016	4.1
8302	KLRC4	killer cell lectin like receptor C4	1.299	5.404
3823	KLRC3	killer cell lectin like receptor C3	1.42	5.516
3822	KLRC2	killer cell lectin like receptor C2	1.479	4.296
3821	KLRC1	killer cell lectin like receptor C1	1.36	4.592
101060038	LINC02446	long intergenic non-protein coding RNA 2446	1.43	3.241
55359	STYK1	serine/threonine/tyrosine kinase 1	1.504	5.104
81575	APOLD1	apolipoprotein L domain containing 1	-1.788	6.032
283422	LINC01559	long intergenic non-protein coding RNA 1559	1.4	3.976
2904	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B	-2.818	13.195
420	ART4	ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)	-3.773	9.357
105369672	LOC105369672	uncharacterized LOC105369672	-2.333	3.904
55885	LMO3	LIM domain only 3	1.418	2.069
79785	RERGL	RERG like	2.443	4.553
5288	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	-2.354	2.991
101928387	LOC101928387	uncharacterized LOC101928387	1.266	7.318
5139	PDE3A	phosphodiesterase 3A	1.16	3.517
53919	SLCO1C1	solute carrier organic anion transporter family member 1C1	1.143	3.879
28234	SLCO1B3	solute carrier organic anion transporter family member 1B3	-5.349	16.677
115072896	SLCO1B3-SLCO1B7	SLCO1B3-SLCO1B7 readthrough	-5.249	15.81
3764	KCNJ8	potassium inwardly rectifying channel subfamily J member 8	-1.764	4.273
10060	ABCC9	ATP binding cassette subfamily C member 9	-2.012	4.534
6489	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	1.007	2.225
105369151	LOC105369151	uncharacterized LOC105369151	1.077	3.518
4033	IRAG2	inositol 1,4,5-triphosphate receptor associated 2	1.616	5.716
79365	BHLHE41	basic helix-loop-helix family member e41	1.059	4.981
8082	SSPN	sarcospan	1.192	4.745
55726	INTS13	integrator complex subunit 13	-1.043	11.95
56938	BMAL2	basic helix-loop-helix ARNT like 2	-1.99	20.962
101928646	BMAL2-AS1	BMAL2 antisense RNA 1	-1.955	9.245
387849	REP15	RAB15 effector protein	1.652	2.328
101928735	LOC101928735	uncharacterized LOC101928735	1.538	2.401
83857	TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1	1.058	3.471
441631	TSPAN11	tetraspanin 11	1.256	2.481
105369724	LOC105369724	uncharacterized LOC105369724	3.119	7.767
636	BICD1	BICD cargo adaptor 1	-1.056	7.712
144402	CPNE8	copine 8	1.318	5.798
225	ABCD2	ATP binding cassette subfamily D member 2	1.333	5.41
283461	C12orf40	chromosome 12 open reading frame 40	1.15	7.01
114134	SLC2A13	solute carrier family 2 member 13	1.045	6.716
1272	CNTN1	contactin 1	2.168	4.846
51054	PLEKHA8P1	pleckstrin homology domain containing A8 pseudogene 1	-1.419	9.076
55089	SLC38A4	solute carrier family 38 member 4	-1.892	2.884
7421	VDR	vitamin D receptor	1.028	6.344
1280	COL2A1	collagen type II alpha 1 chain	1.385	2.228
27289	RND1	Rho family GTPase 1	-1.247	3.372
23109	DDN	dendrin	-3.594	14.549
101927267	TROAP-AS1	TROAP and PRPH antisense RNA 1	1.94	6.485
5630	PRPH	peripherin	2.556	4.426
10024	TROAP	trophinin associated protein	-1.21	5.044
105369763	LOC105369763	uncharacterized LOC105369763	-1.75	5.122
29127	RACGAP1	Rac GTPase activating protein 1	-1.085	6.642
41	ASIC1	acid sensing ion channel subunit 1	-1.225	3.872
2819	GPD1	glycerol-3-phosphate dehydrogenase 1	-1.64	3.999
51474	LIMA1	LIM domain and actin binding 1	1.188	6.413
4891	SLC11A2	solute carrier family 11 member 2	-1.034	6.89
11226	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	-1.308	5.843
94	ACVRL1	activin A receptor like type 1	1.378	5.842
144501	KRT80	keratin 80	-4.417	12.521
3855	KRT7	keratin 7	-3.986	12.227
109729127	KRT7-AS	KRT7 antisense RNA 1	-3.534	10.701
3854	KRT6B	keratin 6B	-7.102	18.925
3489	IGFBP6	insulin like growth factor binding protein 6	1.321	3.767
3695	ITGB7	integrin subunit beta 7	1.314	8.308
9700	ESPL1	extra spindle pole bodies like 1, separase	-1.043	5
4778	NFE2	nuclear factor, erythroid 2	-2.027	4.899
53831	GPR84	G protein-coupled receptor 84	-2.559	7.592
5502	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A	-3.41	7.135
51561	IL23A	interleukin 23 subunit alpha	-2.442	7.889
319	APOF	apolipoprotein F	-8.183	17.29
27165	GLS2	glutaminase 2	-2.304	9.271
8630	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6	-3.58	7.925
8608	RDH16	retinol dehydrogenase 16	-6.866	20.472
4640	MYO1A	myosin IA	1.185	3.519
11247	NXPH4	neurexophilin 4	-3.912	10.758
6472	SHMT2	serine hydroxymethyltransferase 2	-1.308	10.107
56901	NDUFA4L2	NDUFA4 mitochondrial complex associated like 2	-2.527	7.22
83729	INHBE	inhibin subunit beta E	-5.552	15.054
3798	KIF5A	kinesin family member 5A	1.187	2.01
1019	CDK4	cyclin dependent kinase 4	-1.001	13.542
1594	CYP27B1	cytochrome P450 family 27 subfamily B member 1	-1.622	8.485
4234	METTL1	methyltransferase 1, tRNA methylguanosine	-1.087	12.447
10677	AVIL	advillin	1.123	5.459
338811	TAFA2	TAFA chemokine like family member 2	1.249	8.168
57460	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H	-1.85	15.005
552	AVPR1A	arginine vasopressin receptor 1A	-1.846	4.356
283417	DPY19L2	dpy-19 like 2	1.639	5.507
11260	XPOT	exportin for tRNA	-1.1	12.094
23329	TBC1D30	TBC1 domain family member 30	-1.031	6.657
1368	CPM	carboxypeptidase M	1.323	4.761
5801	PTPRR	protein tyrosine phosphatase receptor type R	1.128	2.444
105369832	LOC105369832	uncharacterized LOC105369832	1.226	2.744
8549	LGR5	leucine rich repeat containing G protein-coupled receptor 5	-2.586	9.055
29953	TRHDE	thyrotropin releasing hormone degrading enzyme	1.756	6.694
22822	PHLDA1	pleckstrin homology like domain family A member 1	-2.699	14.611
105369850	LOC105369850	uncharacterized LOC105369850	-1.052	3.763
144455	E2F7	E2F transcription factor 7	-1.831	10.886
8825	LIN7A	lin-7 homolog A, crumbs cell polarity complex component	-1.714	4.552
105369869	LOC105369869		-1.263	2.173
79611	ACSS3	acyl-CoA synthetase short chain family member 3	-2.502	6.711
8499	PPFIA2	PTPRF interacting protein alpha 2	1	2.57
105369885	LOC105369885	uncharacterized LOC105369885	1.364	4.16
105369890	LOC105369890	uncharacterized LOC105369890	1.86	3.225
100507616	LINC02397	long intergenic non-protein coding RNA 2397	1.658	3.785
57458	TMCC3	transmembrane and coiled-coil domain family 3	1.613	7.487
102465834	MIR7844	microRNA 7844	1.667	6.782
144193	AMDHD1	amidohydrolase domain containing 1	-4.392	11.432
3034	HAL	histidine ammonia-lyase	-3.548	8.173
144535	CFAP54	cilia and flagella associated protein 54	1.266	3.809
246213	SLC17A8	solute carrier family 17 member 8	2.203	4.752
4604	MYBPC1	myosin binding protein C1	1.399	2.103
55010	PARPBP	PARP1 binding protein	-1.119	5.538
5367	PMCH	pro-melanin concentrating hormone	-1.091	5.825
5053	PAH	phenylalanine hydroxylase	-6.499	18.027
